casistica;descrizione_casistica;cosa_fare;url_prodotto;title;categorie_assegnate;primaria_attuale_in_yoast;primaria_da_impostare;percorso_finale_atteso;url_primaria_da_impostare;percorso_visibile_oggi;regola_applicata;note
B;B - primaria sulla categoria padre invece che sulla figlia;spostare la primaria sulla sottocategoria;https://www.albalu.it/prodotto/quadro-orologio-astratto-bipannello/;Orologio Parete Moderno Astratto Bipannello | Albalu;Orologi da Parete di Design Artigianali Made in Italy;Complementi d’arredo e idee regalo artigianali;Orologi da Parete di Design Artigianali Made in Italy;Complementi d’arredo e idee regalo artigianali > Orologi da Parete di Design Artigianali Made in Italy;https://www.albalu.it/categoria-prodotto/complementi-d-arredo-regali/orologi-da-parete/;Complementi d’arredo e idee regalo artigianali > Orologi da Parete di Design Artigianali Made in Italy;nessun evento -> tema/tipologia/altro;
B;B - primaria sulla categoria padre invece che sulla figlia;spostare la primaria sulla sottocategoria;https://www.albalu.it/prodotto/quadro-orologio-astratto-cerchi-marrone/;Orologio Parete Soggiorno Astratto Marrone | Albalu;Orologi da Parete di Design Artigianali Made in Italy;Complementi d’arredo e idee regalo artigianali;Orologi da Parete di Design Artigianali Made in Italy;Complementi d’arredo e idee regalo artigianali > Orologi da Parete di Design Artigianali Made in Italy;https://www.albalu.it/categoria-prodotto/complementi-d-arredo-regali/orologi-da-parete/;Complementi d’arredo e idee regalo artigianali > Orologi da Parete di Design Artigianali Made in Italy;nessun evento -> tema/tipologia/altro;
B;B - primaria sulla categoria padre invece che sulla figlia;spostare la primaria sulla sottocategoria;https://www.albalu.it/prodotto/quadro-orologio-astratto-geometrico/;Orologio Parete Design Astratto Geometrico | Albalu;Orologi da Parete di Design Artigianali Made in Italy;Complementi d’arredo e idee regalo artigianali;Orologi da Parete di Design Artigianali Made in Italy;Complementi d’arredo e idee regalo artigianali > Orologi da Parete di Design Artigianali Made in Italy;https://www.albalu.it/categoria-prodotto/complementi-d-arredo-regali/orologi-da-parete/;Complementi d’arredo e idee regalo artigianali > Orologi da Parete di Design Artigianali Made in Italy;nessun evento -> tema/tipologia/altro;
B;B - primaria sulla categoria padre invece che sulla figlia;spostare la primaria sulla sottocategoria;https://www.albalu.it/prodotto/quadro-orologio-astratto-grigio-cerchi/;Orologio da Parete Grande Moderno Grigio | Albalu;Orologi da Parete di Design Artigianali Made in Italy;Complementi d’arredo e idee regalo artigianali;Orologi da Parete di Design Artigianali Made in Italy;Complementi d’arredo e idee regalo artigianali > Orologi da Parete di Design Artigianali Made in Italy;https://www.albalu.it/categoria-prodotto/complementi-d-arredo-regali/orologi-da-parete/;Complementi d’arredo e idee regalo artigianali > Orologi da Parete di Design Artigianali Made in Italy;nessun evento -> tema/tipologia/altro;
B;B - primaria sulla categoria padre invece che sulla figlia;spostare la primaria sulla sottocategoria;https://www.albalu.it/prodotto/quadro-orologio-astratto-tortora/;Orologio Parete Soggiorno Astratto Tortora | Albalu;Orologi da Parete di Design Artigianali Made in Italy;Complementi d’arredo e idee regalo artigianali;Orologi da Parete di Design Artigianali Made in Italy;Complementi d’arredo e idee regalo artigianali > Orologi da Parete di Design Artigianali Made in Italy;https://www.albalu.it/categoria-prodotto/complementi-d-arredo-regali/orologi-da-parete/;Complementi d’arredo e idee regalo artigianali > Orologi da Parete di Design Artigianali Made in Italy;nessun evento -> tema/tipologia/altro;
B;B - primaria sulla categoria padre invece che sulla figlia;spostare la primaria sulla sottocategoria;https://www.albalu.it/prodotto/quadro-orologio-fiori-pesco/;Orologio Parete Soggiorno Fiori di Pesco | Albalu;Orologi da Parete di Design Artigianali Made in Italy;Complementi d’arredo e idee regalo artigianali;Orologi da Parete di Design Artigianali Made in Italy;Complementi d’arredo e idee regalo artigianali > Orologi da Parete di Design Artigianali Made in Italy;https://www.albalu.it/categoria-prodotto/complementi-d-arredo-regali/orologi-da-parete/;Complementi d’arredo e idee regalo artigianali > Orologi da Parete di Design Artigianali Made in Italy;nessun evento -> tema/tipologia/altro;
B;B - primaria sulla categoria padre invece che sulla figlia;spostare la primaria sulla sottocategoria;https://www.albalu.it/prodotto/quadro-su-tela-albero-della-vita-multipannello/;Quadro su Tela Albero della Vita Multipannello;Quadri Dipinti a Mano su Tela Made in Italy;Complementi d’arredo e idee regalo artigianali;Quadri Dipinti a Mano su Tela Made in Italy;Complementi d’arredo e idee regalo artigianali > Quadri Dipinti a Mano su Tela Made in Italy;https://www.albalu.it/categoria-prodotto/complementi-d-arredo-regali/quadri-dipinti-a-mano-made-in-italy/;Complementi d’arredo e idee regalo artigianali > Quadri Dipinti a Mano su Tela Made in Italy;nessun evento -> tema/tipologia/altro;
B;B - primaria sulla categoria padre invece che sulla figlia;spostare la primaria sulla sottocategoria;https://www.albalu.it/prodotto/quadro-su-tela-donna-cappello-rosso-love-multipannello/;Quadro su Tela Donna Cappello Rosso Love Multipannello;Quadri Dipinti a Mano su Tela Made in Italy;Complementi d’arredo e idee regalo artigianali;Quadri Dipinti a Mano su Tela Made in Italy;Complementi d’arredo e idee regalo artigianali > Quadri Dipinti a Mano su Tela Made in Italy;https://www.albalu.it/categoria-prodotto/complementi-d-arredo-regali/quadri-dipinti-a-mano-made-in-italy/;Complementi d’arredo e idee regalo artigianali > Quadri Dipinti a Mano su Tela Made in Italy;nessun evento -> tema/tipologia/altro;
B;B - primaria sulla categoria padre invece che sulla figlia;spostare la primaria sulla sottocategoria;https://www.albalu.it/prodotto/quadro-su-tela-donna-cappello-rosso-multipannello/;Quadro su Tela Donna Cappello Rosso Multipannello;Quadri Dipinti a Mano su Tela Made in Italy;Complementi d’arredo e idee regalo artigianali;Quadri Dipinti a Mano su Tela Made in Italy;Complementi d’arredo e idee regalo artigianali > Quadri Dipinti a Mano su Tela Made in Italy;https://www.albalu.it/categoria-prodotto/complementi-d-arredo-regali/quadri-dipinti-a-mano-made-in-italy/;Complementi d’arredo e idee regalo artigianali > Quadri Dipinti a Mano su Tela Made in Italy;nessun evento -> tema/tipologia/altro;
B;B - primaria sulla categoria padre invece che sulla figlia;spostare la primaria sulla sottocategoria;https://www.albalu.it/prodotto/quadro-su-tela-maternita-oro/;Quadro su Tela Maternità Oro Dipinto a mano;Quadri Dipinti a Mano su Tela Made in Italy;Complementi d’arredo e idee regalo artigianali;Quadri Dipinti a Mano su Tela Made in Italy;Complementi d’arredo e idee regalo artigianali > Quadri Dipinti a Mano su Tela Made in Italy;https://www.albalu.it/categoria-prodotto/complementi-d-arredo-regali/quadri-dipinti-a-mano-made-in-italy/;Complementi d’arredo e idee regalo artigianali > Quadri Dipinti a Mano su Tela Made in Italy;nessun evento -> tema/tipologia/altro;
B;B - primaria sulla categoria padre invece che sulla figlia;spostare la primaria sulla sottocategoria;https://www.albalu.it/prodotto/sacchetto-portaconfetti-in-organza-avvolta-in-rete-celeste-con-nastro-e-applicazione-crocifisso-in-zama-argentata/;Sacchetto Portaconfetti Comunione Rete Celeste con Croce zama;Confettate e Segnaposto Comunione | Bomboniere Religiose e Sacre;Bomboniere e Confettate Prima Comunione Personalizzate;Confettate e Segnaposto Comunione;Bomboniere e Confettate Prima Comunione Personalizzate > Confettate e Segnaposto Comunione;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/comunione-confettate-segnaposto/;Bomboniere per tema > Bomboniere Religiose e Sacre;evento singolo (Comunione) -> categoria evento;
B;B - primaria sulla categoria padre invece che sulla figlia;spostare la primaria sulla sottocategoria;https://www.albalu.it/prodotto/scopa-scacciaguai-con-vischio/;Scopa Scacciaguai con Vischio in Resina | Albalù;Portafortuna in Resina Argentata;Complementi d’arredo e idee regalo artigianali;Portafortuna in Resina Argentata;Complementi d’arredo e idee regalo artigianali > Portafortuna in Resina Argentata;https://www.albalu.it/categoria-prodotto/complementi-d-arredo-regali/portafortuna-resina-argentata/;Complementi d’arredo e idee regalo artigianali > Portafortuna in Resina Argentata;nessun evento -> tema/tipologia/altro;
B;B - primaria sulla categoria padre invece che sulla figlia;spostare la primaria sulla sottocategoria;https://www.albalu.it/prodotto/scopa-scacciaguai-portafortuna-in-resina-argentata-con-nastro/;Scopa Scacciaguai Portafortuna in Resina | Albalù;Portafortuna in Resina Argentata;Complementi d’arredo e idee regalo artigianali;Portafortuna in Resina Argentata;Complementi d’arredo e idee regalo artigianali > Portafortuna in Resina Argentata;https://www.albalu.it/categoria-prodotto/complementi-d-arredo-regali/portafortuna-resina-argentata/;Complementi d’arredo e idee regalo artigianali > Portafortuna in Resina Argentata;nessun evento -> tema/tipologia/altro;
B;B - primaria sulla categoria padre invece che sulla figlia;spostare la primaria sulla sottocategoria;https://www.albalu.it/prodotto/statua-dea-bendata-portafortuna-eretta/;Statua Dea Bendata Portafortuna Eretta | Albalù;Portafortuna in Resina Argentata;Complementi d’arredo e idee regalo artigianali;Portafortuna in Resina Argentata;Complementi d’arredo e idee regalo artigianali > Portafortuna in Resina Argentata;https://www.albalu.it/categoria-prodotto/complementi-d-arredo-regali/portafortuna-resina-argentata/;Complementi d’arredo e idee regalo artigianali > Portafortuna in Resina Argentata;nessun evento -> tema/tipologia/altro;
B;B - primaria sulla categoria padre invece che sulla figlia;spostare la primaria sulla sottocategoria;https://www.albalu.it/prodotto/statua-della-dea-bendata-portafortuna-in-resina-argentata-su-cornucopia-di-soldi-oro-e-argento/;Dea Bendata Statua Portafortuna in Resina Argentata;Portafortuna in Resina Argentata;Complementi d’arredo e idee regalo artigianali;Portafortuna in Resina Argentata;Complementi d’arredo e idee regalo artigianali > Portafortuna in Resina Argentata;https://www.albalu.it/categoria-prodotto/complementi-d-arredo-regali/portafortuna-resina-argentata/;Complementi d’arredo e idee regalo artigianali > Portafortuna in Resina Argentata;nessun evento -> tema/tipologia/altro;
B;B - primaria sulla categoria padre invece che sulla figlia;spostare la primaria sulla sottocategoria;https://www.albalu.it/prodotto/statua-toro-in-resina-argentata-lucida/;Statua Toro in Resina Argentata Lucida;Portafortuna in Resina Argentata;Complementi d’arredo e idee regalo artigianali;Portafortuna in Resina Argentata;Complementi d’arredo e idee regalo artigianali > Portafortuna in Resina Argentata;https://www.albalu.it/categoria-prodotto/complementi-d-arredo-regali/portafortuna-resina-argentata/;Complementi d’arredo e idee regalo artigianali > Portafortuna in Resina Argentata;nessun evento -> tema/tipologia/altro;
C;C - primaria su una categoria che non rispetta la regola;cambiare la primaria sulla categoria prevista dalla regola;https://www.albalu.it/prodotto/bomboniera-albero-con-icona-sacra/;Bomboniera Albero della Vita con Icona Sacra | Albalù;Bomboniere Religiose e Sacre;Bomboniere per tema > Bomboniere Albero della Vita: Simbolo di amore e radici;Bomboniere Religiose e Sacre;Bomboniere per tema > Bomboniere Religiose e Sacre;https://www.albalu.it/categoria-prodotto/bomboniere-per-tema/bomboniere-religiose-sacre/;Bomboniere per tema > Bomboniere Religiose e Sacre;nessun evento -> tema/tipologia/altro;
C;C - primaria su una categoria che non rispetta la regola;cambiare la primaria sulla categoria prevista dalla regola;https://www.albalu.it/prodotto/bomboniera-anniversario-lampada-esagonale-cuore/;Bomboniera Anniversario Matrimonio Lampada Cuore | Albalù;Bomboniere Anniversario di Matrimonio Utili e Personalizzate;Bomboniere per Tipologia: Portafoto, Profumatori, Orologi;Bomboniere Anniversario di Matrimonio Utili e Personalizzate;Bomboniere e Confettate Anniversario > Bomboniere Anniversario di Matrimonio Utili e Personalizzate;https://www.albalu.it/categoria-prodotto/bomboniere-e-confettate-anniversario/bomboniere-anniversario-matrimonio/;Bomboniere Anniversario di Matrimonio Utili e Personalizzate;evento singolo (Anniversario) -> categoria evento;
C;C - primaria su una categoria che non rispetta la regola;cambiare la primaria sulla categoria prevista dalla regola;https://www.albalu.it/prodotto/bomboniera-calendario-perpetuo-cresima/;Bomboniera Calendario Perpetuo Cresima in Legno;Bomboniere Cresima Personalizzate, Utili e Moderne | Bomboniere Calendario Perpetuo Personalizzabili;Bomboniere per Tipologia: Portafoto, Profumatori, Orologi;Bomboniere Cresima Personalizzate, Utili e Moderne;Bomboniere e Confettate Cresima > Bomboniere Cresima Personalizzate, Utili e Moderne;https://www.albalu.it/categoria-prodotto/bomboniere-e-confettate-cresima/bomboniere-cresima/;Bomboniere per Tipologia: Portafoto, Profumatori, Orologi > Bomboniere Calendario Perpetuo Personalizzabili;evento singolo (Cresima) -> categoria evento;
C;C - primaria su una categoria che non rispetta la regola;cambiare la primaria sulla categoria prevista dalla regola;https://www.albalu.it/prodotto/bomboniera-calendario-perpetuo-in-legno-con-leone/;Bomboniera Calendario Perpetuo in Legno con Leone;Bomboniere Battesimo Maschio | Bomboniere Battesimo Personalizzate | Bomboniere tema animali per ogni occasione | Bomboniere Calendario Perpetuo Personalizzabili;Bomboniere per tema > Bomboniere tema animali per ogni occasione;Bomboniere Battesimo Maschio;Bomboniere e Confettate Nascita e Battesimo > Bomboniere Battesimo Maschio;https://www.albalu.it/categoria-prodotto/bomboniere-e-confettate-nascita-battesimo/bomboniere-battesimo-maschio/;Bomboniere per Tipologia: Portafoto, Profumatori, Orologi > Bomboniere Calendario Perpetuo Personalizzabili;evento singolo (Battesimo) -> categoria evento;
C;C - primaria su una categoria che non rispetta la regola;cambiare la primaria sulla categoria prevista dalla regola;https://www.albalu.it/prodotto/bomboniera-calendario-perpetuo-in-legno-con-orsetto/;Bomboniera Calendario Perpetuo in Legno con Orsetto;Bomboniere Battesimo Personalizzate | Bomboniere tema animali per ogni occasione | Bomboniere Calendario Perpetuo Personalizzabili;Bomboniere per tema > Bomboniere tema animali per ogni occasione;Bomboniere Battesimo Personalizzate;Bomboniere e Confettate Nascita e Battesimo > Bomboniere Battesimo Personalizzate;https://www.albalu.it/categoria-prodotto/bomboniere-e-confettate-nascita-battesimo/bomboniere-nascita-e-battesimo/;Bomboniere per Tipologia: Portafoto, Profumatori, Orologi > Bomboniere Calendario Perpetuo Personalizzabili;evento singolo (Battesimo) -> categoria evento;
C;C - primaria su una categoria che non rispetta la regola;cambiare la primaria sulla categoria prevista dalla regola;https://www.albalu.it/prodotto/bomboniera-calendario-perpetuo-in-legno-con-safari/;Bomboniera Calendario Perpetuo Safari in Legno;Bomboniere Battesimo Personalizzate | Bomboniere tema animali per ogni occasione | Bomboniere Calendario Perpetuo Personalizzabili;Bomboniere per tema > Bomboniere tema animali per ogni occasione;Bomboniere Battesimo Personalizzate;Bomboniere e Confettate Nascita e Battesimo > Bomboniere Battesimo Personalizzate;https://www.albalu.it/categoria-prodotto/bomboniere-e-confettate-nascita-battesimo/bomboniere-nascita-e-battesimo/;Bomboniere per Tipologia: Portafoto, Profumatori, Orologi > Bomboniere Calendario Perpetuo Personalizzabili;evento singolo (Battesimo) -> categoria evento;
